design_name,module_interface,ref_solution,prompt
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/decoder_8b10b,"module decoder_8b10b module decoder_8b10b (
		  
   // --- Resets ---
   input reset,

   // --- Clocks ---
   input RBYTECLK,
		  
   // --- TBI (Ten Bit Interface) input bus
   input [9:0] tbi,

   // --- Control (K)
   output reg K_out,
		  
   // -- Eight bit output bus
   output reg [7:0] ebi,

   // --- 8B/10B RX coding error ---
   output reg coding_err,
		 
   // --- 8B/10B RX disparity ---
   output reg disparity,
   
   // --- 8B/10B RX disparity error ---
   output disparity_err
  
  );",@(posedge RBYTECLK) (!fghjP31 ##4 KC) |-> D,"that when the signal 'fghjP31' is followed by 4 cycles where the signal 'KC' is not true, it implies that the signal 'D' must be true at the fifth cycle. Use the signal 'RBYTECLK' for the clock edge."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/decoder_8b10b,"module decoder_8b10b module decoder_8b10b (
		  
   // --- Resets ---
   input reset,

   // --- Clocks ---
   input RBYTECLK,
		  
   // --- TBI (Ten Bit Interface) input bus
   input [9:0] tbi,

   // --- Control (K)
   output reg K_out,
		  
   // -- Eight bit output bus
   output reg [7:0] ebi,

   // --- 8B/10B RX coding error ---
   output reg coding_err,
		 
   // --- 8B/10B RX disparity ---
   output reg disparity,
   
   // --- 8B/10B RX disparity error ---
   output disparity_err
  
  );",@(posedge RBYTECLK) (P22_an_cn_eeqi ##1 (ebi == 103)) |-> xerr,"that immediately following a condition where the eight-bit output bus (ebi) equals 103, one cycle after this condition is detected on the rising edge of RBYTECLK, the error signal (xerr) is asserted. Use the signal 'P22_an_cn_eeqi' as the condition preceding the ebi check."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/decoder_8b10b,"module decoder_8b10b module decoder_8b10b (
		  
   // --- Resets ---
   input reset,

   // --- Clocks ---
   input RBYTECLK,
		  
   // --- TBI (Ten Bit Interface) input bus
   input [9:0] tbi,

   // --- Control (K)
   output reg K_out,
		  
   // -- Eight bit output bus
   output reg [7:0] ebi,

   // --- 8B/10B RX coding error ---
   output reg coding_err,
		 
   // --- 8B/10B RX disparity ---
   output reg disparity,
   
   // --- 8B/10B RX disparity error ---
   output disparity_err
  
  );",@(posedge RBYTECLK) (P13_en ##1 KC) |-> feqg,"that upon the occurrence of the enable condition P13_en followed by the KC condition after one RBYTECLK clock cycle, the feqg condition must be true. Use the signals 'RBYTECLK', 'P13_en', 'KC', and 'feqg'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/decoder_8b10b,"module decoder_8b10b module decoder_8b10b (
		  
   // --- Resets ---
   input reset,

   // --- Clocks ---
   input RBYTECLK,
		  
   // --- TBI (Ten Bit Interface) input bus
   input [9:0] tbi,

   // --- Control (K)
   output reg K_out,
		  
   // -- Eight bit output bus
   output reg [7:0] ebi,

   // --- 8B/10B RX coding error ---
   output reg coding_err,
		 
   // --- 8B/10B RX disparity ---
   output reg disparity,
   
   // --- 8B/10B RX disparity error ---
   output disparity_err
  
  );",@(posedge RBYTECLK) (!DISPARITY4n ##1 KB && feqg ##2 1) |-> e,"that after a negative disparity is indicated by the signal 'DISPARITY4n', if within the next cycle the signal 'KB' is false and the signal 'feqg' is true two cycles later, then the signal 'e' must be true immediately thereafter. Use the signals 'DISPARITY4n', 'KB', 'feqg', and 'e'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/decoder_8b10b,"module decoder_8b10b module decoder_8b10b (
		  
   // --- Resets ---
   input reset,

   // --- Clocks ---
   input RBYTECLK,
		  
   // --- TBI (Ten Bit Interface) input bus
   input [9:0] tbi,

   // --- Control (K)
   output reg K_out,
		  
   // -- Eight bit output bus
   output reg [7:0] ebi,

   // --- 8B/10B RX coding error ---
   output reg coding_err,
		 
   // --- 8B/10B RX disparity ---
   output reg disparity,
   
   // --- 8B/10B RX disparity error ---
   output disparity_err
  
  );",@(posedge RBYTECLK) (KC ##3 a_b_e_i ##1 1) |-> DISPARITY6b,"that upon a positive edge of RBYTECLK, if the sequence 'KC' followed by any 3 cycles and then the sequence 'a_b_e_i' followed by 1 cycle occurs, it implies that the signal DISPARITY6b will be true. Use the signals 'KC', 'a_b_e_i', and 'DISPARITY6b'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (!NJO ##3 tNIOy ##1 1) |-> tNEOy,"that the signal tNEOy is high following a specific sequence of events with respect to the SBYTECLK clock. The sequence is that the signal NJO is not high, then after exactly 3 clock cycles, the signal tNIOy is not high, followed by exactly 1 clock cycle. Use the signals 'NJO', 'tNIOy', and 'tNEOy'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) ((tbi >= 90) && (tbi <= 219) && tNIOy) |-> tNGO,"that the 10-bit interface (tbi) output is within the range of 90 to 219 inclusive when the condition tNIOy holds true. Upon this condition being true, it should immediately cause tNGO to be true on the next positive edge of the SBYTECLK clock. Use the signals 'tbi', 'SBYTECLK', 'tNIOy', and 'tNGO'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (tNIOy ##1 (tst == 494) ##2 1) |-> NIO,"that after the 'tst' signal equals 494, within the next 2 SBYTECLK clock cycles, the 'NIO' signal will be asserted. Use the signals 'tNIOy', 'tst', and 'NIO'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (tNIOy ##1 C ##1 tNIOz ##2 1) |-> (ebi >= 125) && (ebi <= 255),"that the eight-bit input bus 'ebi' has a value in the range of 125 to 255 inclusive when a specific temporal sequence occurs on the Ten Bt Interface 'tbi'. The sequence is as follows: after a positive edge of the clock 'SBYTECLK', there is an occurrence of a signal 'tNIOy', followed by signal 'C' after one clock cycle, and then signal 'tNIOz' after another clock cycle, with a hold time of two cycles before the next positive edge of the clock."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (tNIOy ##3 illegalk && tNIOx) |-> (tbi >= 534) && (tbi <= 938),"that when two specific illegal conditions occur within a three-cycle window, the value on the ten-bit interface output bus is within a specified range. The first illegal condition is detected on the signal 'illegalk' three cycles after the signal 'tNIOy', and the second condition is detected on the signal 'tNIOx'. When both these conditions are true, the output 'tbi' should have a value greater than or equal to 534 and less than or equal to 938, checked at the positive edge of the 'SBYTECLK'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) ((ebi >= 206) && (ebi <= 255) ##3 tNIOy ##1 ND_1S6) |-> CeqD,"that when the eight-bit input bus 'ebi' has a value between 206 and 255, after three cycles of 'SBYTECLK', the signal 'tNIOy' is followed by signal 'ND_1S6' after one cycle, this scenario should imply the condition 'CeqD'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (!tNEOx ##1 tNIOy ##3 tNIOx) |-> (tbi >= 0) && (tbi <= 489),"that after a sequence where the 'tNEOx' signal is not followed by 'tNIOy' within the next clock cycle and then 'tNIOx' within three clock cycles, the 'tbi' output bus value is always between 0 and 489 inclusive. Use the signals 'tNEOx', 'tNIOy', 'tNIOx', 'tbi', and the clock 'SBYTECLK'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) (E ##3 NDO ##1 tNIOy) |-> f,"that after 'E' is observed, within three cycles, 'NDO' occurs, and in the cycle immediately following 'NDO', 'tNIOy' must be true for 'f' to happen at the next positive edge of 'SBYTECLK'. Use the signals 'E', 'NDO', 'tNIOy', and 'f'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/encoder_8b10b,"module encoder_8b10b module encoder_8b10b (
		  
   // --- Resets
   input reset,

   // --- Clocks
   input SBYTECLK,
		  
   // --- Control (K) input	  
   input K,
		  
   // --- Eight Bt input bus	  
   input [7:0] ebi,
		
   // --- TB (Ten Bt Interface) output bus
   output [9:0] tbi,

   output reg disparity
   );",@(posedge SBYTECLK) ((tst >= 738) && (tst <= 942)) |-> (tst >= 738) && (tst <= 942),that the signal 'tst' remains within the range of 738 to 942 inclusive after it has been within that range on the previous clock cycle. Use the signal 'tst' and the clock 'SBYTECLK'.
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_mdio,"module ge_1000baseX_mdio module ge_1000baseX_mdio #(
  parameter PHY_ADDR = 5'b00000		   
) (

   //  reset 
   input              reset, 
   //  clock 
   input              mdc,
			 
   input              mdio,
   output             mdio_out,
   output             mdio_oe,

   output     [4:0]   data_addr,    
   input     [15:0]   data_rd,
   output    [15:0]   data_wr,
   output reg         strobe_wr
   );",@(posedge mdc) ((preamble_cnt == 2)) |-> st_match,"that upon a positive edge of the 'mdc' signal, if 'preamble_cnt' is equal to 2, then 'st_match' must be true."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_mdio,"module ge_1000baseX_mdio module ge_1000baseX_mdio #(
  parameter PHY_ADDR = 5'b00000		   
) (

   //  reset 
   input              reset, 
   //  clock 
   input              mdc,
			 
   input              mdio,
   output             mdio_out,
   output             mdio_oe,

   output     [4:0]   data_addr,    
   input     [15:0]   data_rd,
   output    [15:0]   data_wr,
   output reg         strobe_wr
   );",@(posedge mdc) ((preamble_cnt >= 8) && (preamble_cnt <= 10)) |-> mdio,"that the mdio signal is asserted following a condition where the preamble count is within the range of 8 to 10, inclusive, after the rising edge of the mdc signal. Use the signals 'mdc', 'preamble_cnt', and 'mdio'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_mdio,"module ge_1000baseX_mdio module ge_1000baseX_mdio #(
  parameter PHY_ADDR = 5'b00000		   
) (

   //  reset 
   input              reset, 
   //  clock 
   input              mdc,
			 
   input              mdio,
   output             mdio_out,
   output             mdio_oe,

   output     [4:0]   data_addr,    
   input     [15:0]   data_rd,
   output    [15:0]   data_wr,
   output reg         strobe_wr
   );",@(posedge mdc) ((data_rd == 24304) ##1 1) |-> (preamble_cnt >= 5) && (preamble_cnt <= 6),"when the 'data_rd' signal equals 24304, and after one clock cycle of the 'mdc' clock signal, the 'preamble_cnt' signal must have a value greater or equal to 5 and less or equal to 6. Use the signals 'mdc', 'data_rd', and 'preamble_cnt'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_mdio,"module ge_1000baseX_mdio module ge_1000baseX_mdio #(
  parameter PHY_ADDR = 5'b00000		   
) (

   //  reset 
   input              reset, 
   //  clock 
   input              mdc,
			 
   input              mdio,
   output             mdio_out,
   output             mdio_oe,

   output     [4:0]   data_addr,    
   input     [15:0]   data_rd,
   output    [15:0]   data_wr,
   output reg         strobe_wr
   );",@(posedge mdc) ((data_rd >= 42212) && (data_rd <= 46742)) |-> (data_rd >= 37673) && (data_rd <= 51285),"that upon a positive edge of the 'mdc' signal, if 'data_rd' is within the range 42212 to 46742 inclusive, it must subsequently be within the range 37673 to 51285 inclusive. Use the signal 'data_rd'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_mdio,"module ge_1000baseX_mdio module ge_1000baseX_mdio #(
  parameter PHY_ADDR = 5'b00000		   
) (

   //  reset 
   input              reset, 
   //  clock 
   input              mdc,
			 
   input              mdio,
   output             mdio_out,
   output             mdio_oe,

   output     [4:0]   data_addr,    
   input     [15:0]   data_rd,
   output    [15:0]   data_wr,
   output reg         strobe_wr
   );",@(posedge mdc) ((data_rd >= 35174) && (data_rd <= 50749) ##3 (preamble_cnt == 8)) |-> (data_rd >= 51801) && (data_rd <= 65512),"that when the 'data_rd' signal is within the range 35174 to 50749, then after precisely 3 clock cycles of the 'mdc' clock signal, if the 'preamble_cnt' signal equals 8, the 'data_rd' signal must be within the range 51801 to 65512 on the subsequent cycle. Use the signals 'mdc', 'data_rd', and 'preamble_cnt'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d3 >= 185) && (ebi_rxd_d3 <= 255) ##1 K28_5_match) |-> (xmit >= 1) && (xmit <= 3),"that when the 8B bus from the 8b10 decoder signal 'ebi_rxd_d3' is within the range of 185 to 255 inclusive, on the next clock cycle, the K28.5 pattern match signal 'K28_5_match' is asserted, then the auto-negotiation control signal 'xmit' must be within the range of 1 to 3 inclusive."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d3 >= 0) && (ebi_rxd_d3 <= 57) ##4 K28_5_match) |-> (xmit == 6),"that when the 8B bus from the 8b10 decoder signal 'ebi_rxd_d3' is between 0 and 57 inclusive, followed by the signal 'K28_5_match' high exactly 4 clock cycles later, then the auto-negotiation control signal 'xmit' must be equal to 6. Use the signals 'ebi_rxd_d3', 'K28_5_match', and 'xmit'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) (K28_5_match ##2 (ebi_rxd_d2 == 213) ##2 1) |-> (ebi_rxd_d3 >= 0) && (ebi_rxd_d3 <= 58),"that after detecting the K28.5 pattern, if the signal 'ebi_rxd' holds the value 213 exactly two cycles later, then within the following two cycles, the signal 'ebi_rxd_d3' must have a value ranging from 0 to 58 inclusive. Use the signals 'K28_5_match', 'ebi_rxd', 'ebi_rxd_d2', and 'ebi_rxd_d3'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d1 >= 194) && (ebi_rxd_d1 <= 255) ##3 K28_5_match ##1 1) |-> (xmit == 4),"that when the delayed version of the 'ebi_rxd' signal, 'ebi_rxd_d1', is within the range 194 to 255, after three clock cycles there is a match on the 'K28_5_match' signal, and then one clock cycle later the condition holds true, it implies that the 'xmit' signal equals 4. Use the signals 'ebi_rxd_d1', 'K28_5_match', and 'xmit'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d3 >= 0) && (ebi_rxd_d3 <= 77) ##4 K28_5_match) |-> (ebi_rxd_d2 >= 0) && (ebi_rxd_d2 <= 78),"that if the delayed ebi_rxd signal (ebi_rxd_d3) is within the range [0, 77] and, after 4 clock cycles, the K28_5_match condition is true, then the delayed ebi_rxd signal (ebi_rxd_d2) must be within the range [0, 78] at the next clock cycle. Use the signals 'ebi_rxd_d3', 'ebi_rxd_d2', 'K28_5_match', and 'ck'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) (K28_5_match ##3 !carrier_detect_d1 ##1 1) |-> sync_status_d1,"that following a match of signal `K28_5_match`, if after 3 clock cycles the signal `carrier_detect_d1` is not asserted, and then after 1 more clock cycle the condition is true, the `sync_status_d1` signal must be asserted on the next clock cycle. Use the signals `K28_5_match`, `carrier_detect_d1`, and `sync_status_d1`."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d3 >= 16) && (ebi_rxd_d3 <= 43)) |-> gmii_rx_dv_m_clr,"that when the 8-bit signal 'ebi_rxd' delayed by 3 clock cycles ('ebi_rxd_d3') has a value between 16 and 43 inclusive, the signal 'gmii_rx_dv' must be cleared (made false) on the next positive edge of the clock signal 'ck'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_rx,"module ge_1000baseX_rx module ge_1000baseX_rx(
		       
   // Receive clock and reset 
   input               ck,
   input               reset,
		      
   // Receive 8B bus from 8b10 decoder 
   input [7:0] 	       ebi_rxd,	  
 
   input               ebi_K,
   input               rx_even,
   input               carrier_detect,
		   
   // Receive sync status 
   input              sync_status, 
   input              signal_detect,

   // Frame receive pulse	
   output              rx_frame_pulse,
	   
   // Receive GMII bus 
   output reg  [7:0]   gmii_rxd,
   output reg          gmii_rx_dv,  
   output reg          gmii_rx_er,
  
   output reg          receiving,

   // Auto-negotiation ctrl 
   input      [2:0]    xmit,
   output reg [15:0]   rx_config,
   output reg          rx_config_set,		   
   input               mr_main_reset,
   output reg [2:0]    rudi,

   output reg          ability_match,
   output reg          acknowledge_match,
		   
   output              consistency_match,
   output              idle_match
);",@(posedge ck) ((ebi_rxd_d1 >= 187) && (ebi_rxd_d1 <= 255) ##3 K28_5_match) |-> receiving_m_clr,"that when the ""ebi_rxd_d1"" signal value is within the range of 187 to 255, after a delay of 3 clock cycles, there is a match on the ""K28_5_match"" signal, this will lead to the clearing of the ""receiving_m_clr"" signal. Use the signals 'ck', 'ebi_rxd_d1', 'K28_5_match', and 'receiving_m_clr'."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_sync,"module ge_1000baseX_sync module ge_1000baseX_sync(

   //  clocks and reset 
   input               ck,
   input               reset,
   
   //  Startup interface. 
   input               startup_enable,

   //  Signal detect from FO transceiver 	     
   input               signal_detect,
		     
   //  Receive EBI bus from 8b10 decode 
   input [7:0] 	       ebi_rxd,
   input               ebi_K,

   output reg [7:0]    ebi_rxd_out,
   output reg          ebi_K_out,
		     
   //  8B/10B disparity and coding errors 
   input               decoder_disparity_err,
   input               decoder_coding_err,		     
		     
   //  RX sync status 
   output reg          sync_status,
		     
   output reg          rx_even,

   input               loopback
   );",@(posedge ck) (!ebi_K ##1 (ebi_rxd == 223) ##2 1) |-> COMMA_match,"that after a non-K character on the EBI interface (`ebi_K` is false), if the next EBI data byte (`ebi_rxd`) is equal to 223, then two cycles later a `COMMA_match` occurs. Use the signals `ck`, `ebi_K`, `ebi_rxd`, and `COMMA_match`."
communication_controller_1000base-x_ieee_802.3-2008_clause_36-physical_codi/ge_1000baseX_sync,"module ge_1000baseX_sync module ge_1000baseX_sync(

   //  clocks and reset 
   input               ck,
   input               reset,
   
   //  Startup interface. 
   input               startup_enable,

   //  Signal detect from FO transceiver 	     
   input               signal_detect,
		     
   //  Receive EBI bus from 8b10 decode 
   input [7:0] 	       ebi_rxd,
   input               ebi_K,

   output reg [7:0]    ebi_rxd_out,
   output reg          ebi_K_out,
		     
   //  8B/10B disparity and coding errors 
   input               decoder_disparity_err,
   input               decoder_coding_err,		     
		     
   //  RX sync status 
   output reg          sync_status,
		     
   output reg          rx_even,

   input               loopback
   );",@(posedge ck) ((ebi_rxd >= 0) && (ebi_rxd <= 53) ##2 K28_1_RX) |-> (ebi_rxd_out >= 49) && (ebi_rxd_out <= 95),"that two cycles after the 'ebi_rxd' input signal is within the range 0 to 53 inclusive, when 'K28_1_RX' is true, the output signal 'ebi_rxd_out' must be within the range 49 to 95 inclusive. Use the signals 'ebi_rxd', 'K28_1_RX', and 'ebi_rxd_out'."
